CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
B223 Wireless Telecom Providers,Verizon Communications Inc,Verizon,Verizon : Consumer Wireless Service,Helping Those Who Serves,,,"Text and legalese is featured against white background. M-Annc What does it mean to be America's most reliable network?"" He states right now it means helping those who serves and stay connected with the families. They are on the frontline everyday giving the maximum output they can. So Verizon wants to give them something back. He introduces best value pack for $30 per line for their nurses teachers first responders military and the families. It is not for one month but for as long as they need it.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22813903&mtid=1&ff=1,41473116.0,22813903,Price Point=Y|COVID19 Related=Y|,2020-05-11,30,* NATIONAL,MODERN FAMILY | VOICE,2020-04-26,4,154748.0
B229 Telecom Providers/Services:Comb Copy&NEC,AT&T Inc,AT&T,AT&T : Business Services,Keeping Your Business Connected,,,"Door of a restaurant is featured. F-Annc These days it's anything but business is usual."" She states that's why working together is more important than ever. M-Annc 2 states that AT&T is committed to keeping you connected so you can keep your patients cared for your customers served your students inspired and your employees closer than ever. Their network is resillient their people are strong their job is to keep your business connected. It's they have always done it's what they always do. Text: [Learn more at]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22711379&mtid=1&ff=1,41249031.0,22711379,COVID19 Related=Y|,2020-05-04,30,* NATIONAL,BIG BANG THEORY,2020-03-31,9,154163.0
D567 Prescription Medications NEC,Eli Lilly & Co,Eli Lilly,Verzenio : Breast Cancer Rx,Ask Your Doctor/Legalese,,Legalese has changed. Few slide has changed.,"A woman is featured.  Woman Metastatic breast cancer is relentless but I was relentless first."" Various women state their opinion about MCB. F-Annc states that Verzenio can be taken every day. Verzenio plus an AI is proven to help women significantly more time with the disease progression and more than half of women saw their tumors shrink. Before taking Verzenio tell your doctor if you have fever chilled or any other signs of infection. It can cause low weight blood cell count which may cause serious infection that can lead to death. Serious liver problems can occur. Symptoms may include tiredness loss of appetite stomach pain and bleeding or bruising more easily than normal. Blood clot that can lead to death can also occur. Talk to your doctor right away if you notice pain or swelling in your arms and legs shortage of breath chest pain or rapid breathing or heart rates. Tell your doctor if you are pregnant breast feeding or are planning to become pregnant. Common side effects like nausea infection low red and white blood cell and platelet decreased appetite headache abdominal pain tiredness or vomiting. Text: [abemaciclio] [twice a day] verzenio.com 1-844-VERZENIO 1-844-837-9364""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22513412&mtid=1&ff=1,40833316.0,22513412,,2020-05-18,75,* NATIONAL,MODERN FAMILY,2020-04-21,4,152782.0
B111 Credit Cards,JP Morgan Chase & Co,Chase,Chase Freedom Unlimited : Personal Credit Card : Visa,K. Hart: Earning with Online Purchases,MAKE MORE OF WHAT'S YOURS,,"Kevin Hart is featured in a gym. K. Hart My money should work as hard as I do."" He states as he uses the Freedom Unlimited card to buy heavy weights online. Hart mentions you're always earning with Freedom Unlimited because you get 1.5 percent cash back on everything you buy.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22654038&mtid=1&ff=1,41130009.0,22654038,Celebrity=Y|Spokesperson=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-16,5,152578.0
F221 Cold Cereals,General Mills Inc,General Mills,Honey Nut Cheerios : Cereal,Help Lower Cholesterol,Have a Change of Heart,,"BuzzBee is featured pushing a bowl of cereals. Man Cheerios do I look like a child to you?"" BuzzBee states that Honey Nut Cheerios are heart healthy and help lower cholesterol. Man loved it.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706291&mtid=1&ff=1,41230628.0,22706291,Mascot=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-30,29,151735.0
F980 Food & Beverages Corporate Promotion/Sponsorship,Hershey Co,Hersheys,Hershey Co : Corporate Promotion,Come Together And Help,,,"Placards are featured. Text: [We've been given a challenge.] [We've been given a chance.] [to use this time we feel most alone] [to come together.] Couple is featured. Couple Happy birthday."" #HeartWarmingAtHome""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22795469&mtid=1&ff=1,41430834.0,22795469,Corporate Image=Y|Hashtag=Y|COVID19 Related=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-04-20,10,151590.0
B329 Organization Advertising: NEC,PARENT UNKNOWN,Carry The Load Organization,Carry The Load Organization : Organization,Registration Solicitation 14,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22832052&mtid=1&ff=1,41510916.0,22832052,Non-Attributed Creative=Y|,2020-05-25,60,* NATIONAL,BIG BANG THEORY,2020-04-29,5,151590.0
G322 Pizza Restaurants & Delivery Services,Yum Brands Inc,Pizza Hut Restaurant,Pizza Hut Restaurant : Online,Get the Pizzas,,,"Text is featured. M-Annc If you have to work from home teach from home then we think you should be able to pizza from home too."" He mentions get best delivery deal large pizzas with 3 toppings for just $9.99. Available at carry our or ask about contactless delivery at PIZZAHUT.COM.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22710912&mtid=1&ff=1,41243814.0,22710912,Direct Response=Y|Price Point=Y|COVID19 Related=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-04-01,13,151501.0
"F419 Coffee,Tea,Cocoa&Milk Addtvs:Comb&NEC",Nestle Sa,Starbucks,Starbucks Cold Brew Concentrate : Coffee Concentrate,Introducing a New Way,,,"Logo is featured. M-Annc Introducing a new way to make the cold brew you love at home."" Starbucks Cold Brew Concentrate just mix some water and ice for smooth delicious and perfectly your. Text: [FIND IT IN THE] [COFFEE AISLE]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22848250&mtid=1&ff=1,41547107.0,22848250,New Product=Y|,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-05-04,23,150880.0
"F313 Ice Cream, Frozen Novelties & Sherbet",Wells Enterprises Inc,Blue Bunny,Blue Bunny Load D Sundaes : Ice Cream Sundaes,Sense of Boredom,FIND FUNLIGHTENMENT,,"A boy is featured on a stage along with a crowded hall. Boy Onomatopoeia."" Mascot states to a women that it senses boredom in her. So a loaded sundae with tons of toppings is what she seeks.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22793309&mtid=1&ff=1,41427594.0,22793309,Mascot=Y|New Product=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-20,17,150217.0
"B260 Communications Companies, Corporate",Verizon Communications Inc,Verizon,Verizon Communications : Corporate Promotion,Keep Connecting in Tough Time,We're here. And we're ready.,,"Two woman are featured. Woman 1 I always want to be a teacher."" She states as everything going on they had to alter class room setting. Woman 2 states they have to transition it to visual learning. Woman 1 mentions on the network they can have teachers face to face with students in live time they can raise hands and ask questions they can type question also. Woman 2 notes that they just need to make sure that the education is continuing. M-Annc states at Verizon they are here and they're ready to keep teachers and students connected. Verizon in New York time get every high school free digital access to Times journalism. Text: [Free access to The New York Times] [Free access through 7.6.20] nytimes.com/highschoolaccess""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22734696&mtid=1&ff=1,41303751.0,22734696,Corporate Image=Y|COVID19 Related=Y|,2020-04-06,30,* NATIONAL,MODERN FAMILY,2020-04-06,1,149600.0
"B529 Computer Components & Accessories, General Promotion/Multi-Category/Corporate/Sponsorship",IBM Corp,IBM,IBM Corp : Corporate Promotion,Retailers Are Turning to the Cloud,,,Music & Text Only-No Words Spoken. A road is featured. Text: [Today] [the world looks pretty different.] [As we think about] [our first responders] [and our families] [we look for hope.] [To take on new problems] [we need new thinking.] [Researchers are using superconductors] [to discover treatments feaster.] [Retailers are turning to the cloud] [to restock shelves more quickly.] [Teachers are working WithAI] [to rethink the classroom] [It's not all we can do.] [But it's a start.] [Let's put smart to work] [,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22740879&mtid=1&ff=1,41319000.0,22740879,COVID19 Related=Y|,2020-04-06,30,* NATIONAL,MODERN FAMILY,2020-04-07,1,149600.0
V359 Retailers: Comb Copy & NEC,ETSY INC,Etsy Shop,Etsy Shop : Online,Selection Overview 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22777267&mtid=1&ff=1,41392258.0,22777267,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-15,4,149314.0
H333 Bathroom Tissue,Kimberly-Clark Corp,Cottonelle,Cottonelle Ultra Bathroom Tissue & Cottonelle Fresh Moist Wipes : Combo,Start the Day with Freshness,,,"Text is featured against a blue background. F-Annc Presenting down there care with Cottonelle."" She states down there care cause you living a dream but your schedule is a nightmare. She states that you start your day with freshness and by passing hour the freshness has been faded. She states stay fresh enough with the cleaning ripples of Cottonelle toilet paper and flushable wipes.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22659494&mtid=1&ff=1,41139597.0,22659494,,2020-03-16,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-16,5,148967.0
F462 Non-Carbonated Waters,Coca-Cola Co,Powerade,Powerade Power Water : Bottled Water,Power in a Sip,MORE POWER FOR ME,,"A player is featured along with some other in a Basketball court. M-Annc It's right here."" He states that it's new Powerade Power Water. Text: [ZERO] [SUGAR] [FOR ME] [MORE] [B VITAMINS] [ELECTROLYTES]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22722993&mtid=1&ff=1,41278786.0,22722993,New Product=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-03,18,148926.0
D211 Toothpaste & Whiteners,Colgate-Palmolive Co,Colgate,Colgate Total SF : Toothpaste,Fights All Bacteria/Last Slide,ANTIBACTERIAL PROTECTION FOR A HEALTHIER MOUTH,On last slide Colgate logo no longer featured. Now featured Text: [PLEASE TAKE THE] along with hashtag #SAFEHANDS CHALLENGE. Now featured Colgate-Palmolive logo.,"Tag is featured along with a man brushing. F-Annc Eighty percent of bacteria in your mouth aren't even on teeth."" She states that Colgate Total is different because it fights bacteria in your whole mouth protecting 100% of your mouth surfaces.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22813343&mtid=1&ff=1,41471104.0,22813343,Hashtag=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-24,11,148882.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,Sprint,Sprint Wireless Service : Consumer Wireless Service,"Stay Home, Stay Safe",,,"Tag is featured. M-Annc At Sprint our priority is keeping our customers employees and communities safe."" M-Annc states during these uncertain times they want you get great service without leaving the safety of your home. Sprint.com makes shopping easier by offering free next day shipping and no activation fees on their best new phone deals. He states get the amazing iPhone 11 for just $15 per month when you switch. For now their website the best way to learn about their plans buy new phones and get the services you need. Stay healthy and visit sprint.com today.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22742228&mtid=1&ff=1,41322014.0,22742228,Co-Op=Y|Price Point=Y|Phone: iPhone=Y|Free Shipping=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-10,3,147908.0
H532 Pre-Recorded Video,ViacomCBS Inc,Sonic The Hedgehog (2020),Sonic The Hedgehog (2020) : Video,Family on Wall,,,"A man in a room is featured. M-Annc Is your family daunting up the wall?"" Some scenes from the video are featured. M-Annc states to watch Sonic the Hedgehog at home now when you buy it this Tuesday.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22703259&mtid=1&ff=1,41225212.0,22703259,,2020-04-13,15,* NATIONAL,BIG BANG THEORY | VOICE,2020-03-28,3,147674.0
V376 Home Centers & Hardware Stores,Lowes Cos Inc,Lowes,Lowes Building Supply Store : Corporate Promotion,Make Your Home During Needs,WHAT HOME CAN BECOME,,Music & Text Only-No Words Spoken. A woman is featured making a painting. Text: [LIVING ROOMS] [BECOME CLASSROOMS] [DINING ROOMS] [BECOME OFFICES] [BATHROOMS] [BECOME BREAK ROOMS] [GARAGES] [BECOME GYMS] [BASEMENTS] [BECOME STAGES] [ATTICS] [BECOME PLAYGROUNDS] [BACKYARDS] [BECOME THE GREAT OUTDOORS] [We're here for you. In-store and online.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22774249&mtid=1&ff=1,41386651.0,22774249,Corporate Image=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY,2020-04-16,3,146421.0
H532 Pre-Recorded Video,AT&T Inc,Scoob!,Scoob! : Video,Available with Home Premiere,,,"Visual from the the movie Scoob is featured. M-Annc Let's Scooby do it."" M-Annc 2 mentions that they have big news. He mentions that Scoob new movie is coming right to your home. He mentions that Scoob rated PG available to own May 15 with home premiere.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22853848&mtid=1&ff=1,41560558.0,22853848,,2020-05-11,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-05,10,145717.0
B223 Wireless Telecom Providers,Dish Network Corp,Boost Mobile,Boost Mobile : Pre-Paid Wireless Service,Pitbull: New Upgraded Network,STEP UP WITH boost mobile,,"Pitbull is featured along with text. M-Annc Are you ready for this?"" He states that Boost Mobile has a new upgraded network. He notes stronger signal faster speeds and more coverage. F-Annc states to switch to Boost Mobile's new upgraded network and 4 free LG K51 phones. As an essential service they're committed to keeping you connected by remaining open.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22905845&mtid=1&ff=1,41675383.0,22905845,Celebrity=Y|Co-Op=Y|Phone: Android/Droid=Y|Gift with Purchase=Y|COVID19 Related=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-18,22,145678.0
G930 Corporate Advertising NEC,Amazon.com Inc,Amazon,Amazon.com Inc : Corporate Promotion,Serving with Care: Oster,,,"Cars are featured on the parking lot. Oster My name is Oster and i deliver packages for Amazon."" He mentions he recently took a break because his girlfriend and him took a baby. When he came back Amazon completely changed. They are all working towards a common goal like Amazon says deliver smile and he believes he does.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22931430&mtid=1&ff=1,41721916.0,22931430,Spokesperson=Y|COVID19 Related=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-24,9,145123.0
B223 Wireless Telecom Providers,Verizon Communications Inc,Verizon,Verizon : Consumer Wireless Service,Free Digital Access to Times Journalism,,,"Two woman are featured. Woman 1 I've always want to be a teacher."" She states as everything going on they had to alter class room setting. Woman 2 states they have to transition it to visual learning to make sure that the education is continuing. M-Annc states at Verizon they are here and they're ready. Verizon and The New York Times are offering 14 million students free digital access to Times journalism. Text: [Free access to The New York Times] [Free access through 7.6.20] nytimes.com/highschoolaccess""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22756328&mtid=1&ff=1,41353226.0,22756328,COVID19 Related=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-10,5,144912.0
B452 Real Estate Developers & Developments,CoStar Group Inc,Apartments.com,Apartments.com : Online,No Title Assigned - #22733274,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22733274&mtid=1&ff=1,41301173.0,22733274,Non-Attributed Creative=Y|,2020-05-04,30,* NATIONAL,VOICE,2020-04-06,3,144512.0
